,Account Code,Latitude,Longitude
BRIDGELINE PTY LTD,14682568.1,45.22310154,-69.37955608
"The Robert Allen Group, Inc.",8688464.1,45.10181051,-67.41454526
Fairview,11893779.1,45.79960422,-70.16583176
CU. W. S.A.,53199734.1,0,0
"USM, Inc.",7547008.1,45.55423101,-68.33428194
Armstrong World Industries,1056.1,44.66043796,-67.88291215
Yale New Haven Health System,16040.1,45.08451093,-69.973989
Xerox Corporation,16023.1,46.68805469,-68.25040291
Wawa,15561.1,43.11831324,-72.25824572
Waters Corporation,15547.1,45.62256657,-70.57286702
Vanguard Group,15197.1,46.7595857,-68.43152319
UTC Building & Industrial Systems,15136.1,44.1924565,-72.96687317
Toll Brothers,14417.1,44.84725282,-69.01818942
TJX Companies,14399.1,45.04235819,-70.31995521
Thermo Fisher Scientific,14307.1,42.70704661,-72.0078384
Terex Corporation,13964.1,46.97339357,-68.41523303
Sun Products,13617.1,43.43007647,-72.76670571
Suffolk Construction,13578.1,44.91348126,-71.39089849
Sonepar Management,12879.1,45.07056721,-67.90003907
Sikorsky,12683.1,46.21143722,-69.10835073
Shire Pharmaceuticals,12616.1,44.03768239,-69.67878259
Sheetz,12581.1,45.58696045,-69.37279474
Select Medical Corporation,12490.1,45.05560321,-70.82468209
Santander Bank,12313.1,43.84322403,-72.54124473
Purdue Pharma,11498.1,43.2308508,-71.1478063
priceline.com,11375.1,45.91401167,-68.39968885
Pratt & Whitney,11331.1,44.89255351,-70.79283635
Penske Truck Leasing,11014.1,45.72189469,-68.18698616
Ocean Spray Cranberries,10480.1,45.51871213,-68.98092532
Nypro,10436.1,42.89350336,-72.88024285
New Balance,10077.1,43.5757009,-71.30314269
National Amusements,9881.1,45.19089121,-70.8249227
Mohegan Tribal Gaming Authority,9624.1,44.62981584,-70.5135491
Main Line Health,8865.1,43.11459693,-71.45192873
Lehigh Valley Health Network,8455.1,44.14259106,-71.32760258
Lane Construction Corporation,8337.1,45.16204947,-67.53885292
Kennametal,8037.1,45.04750664,-68.46643339
John Hancock Financial Services,7849.1,45.03269503,-67.71269399
Hologic,7073.1,44.30770626,-72.53645465
Hexcel,6945.1,45.71719564,-68.50052041
Hershey Company,6937.1,43.31044484,-71.45262366
Harsco Corporation,6706.1,43.77302766,-71.23323766
Harman International Industries,6678.1,44.70916086,-73.13042454
Goss International,6329.1,42.78488782,-73.10624374
Giant Eagle,6171.1,44.41694285,-69.59629647
Fresenius Medical Care,5876.1,45.39848122,-68.03211452
Eaton Vance,4811.1,44.72919093,-68.06638242
Eastern Maine Healthcare Systems,4793.1,46.07747551,-70.16518868
Demoulas Super Markets,4260.1,43.03146861,-72.19391021
Day & Zimmermann Group,4154.1,45.06237791,-67.42402414
Clean Harbors,3282.1,42.74872163,-70.84149213
Buchanan Ingersoll & Rooney,2207.1,45.91349907,-70.37929697
Bruker,2195.1,45.24484912,-67.91852741
Big Y Foods,1796.1,42.68858464,-70.73501411
Beacon Roofing,1614.1,43.1779987,-73.00061206
Barnes Group,1497.1,44.70744711,-68.18301582
Associated Wholesalers,1170.1,43.95785718,-72.03148994
Alcoa,457.1,43.99975889,-71.98522717
84 Lumber Company,34.1,46.12789919,-68.75216325
CORVIAS LTDA,52727505.1,46.58719083,-67.90991737
"Hershey Entertainment & Resorts Company, Inc.",20540644.1,45.70021426,-68.17134412
KEYSTONE FOODS PTY LIMITED,14747106.1,46.05238533,-68.36396863
JG Wentworth Co,53804259.1,42.96441978,-72.29677197
State Street Corp.,9245349.1,43.18065621,-72.71753018
"USM, Inc.",7547008.3,45.07849987,-67.42007341
"Trigent Software, Inc.",7616271.3,44.20625651,-70.53944107
MAGNA INFOTECH LIMITED,15615182.3,42.78092585,-70.88183408
Yale University,16041.3,44.86097242,-69.02698639
West Pharmaceutical Services,15687.3,43.27924641,-72.80132104
Waters Corporation,15547.3,43.86930642,-70.62426806
Vertex Pharmaceuticals,15276.3,44.26077484,-70.73584976
Vanguard Group,15197.3,46.2189721,-68.92996796
University of Pennsylvania,15015.3,44.99710771,-70.75274296
University of Massachusetts - Amherst,14981.3,43.22824774,-72.71891078
University of Connecticut,14952.3,43.85940608,-72.52451537
Terex Corporation,13964.3,46.72038263,-68.60375162
Talbots,13810.3,44.13961243,-70.51062871
State Street,13429.3,44.10782072,-69.49357482
Skyworks Solutions,12773.3,47.20601283,-68.74386061
Purdue Pharma,11498.3,43.98933932,-71.80860932
Penn State University,10999.3,43.84681171,-71.83796355
Penn Mutual Life Insurance,10996.3,44.16158325,-69.92942351
Onebeacon Insurance Company,10601.3,44.5694388,-68.31436484
Ocean Spray Cranberries,10480.3,45.60829277,-68.10402412
NOVA Chemicals,10370.3,44.97932041,-69.25705616
New Balance,10077.3,45.2441922,-71.24036694
National Grid USA,9913.3,45.14961695,-70.67197986
MSA The Safety Company,9771.3,44.56903214,-71.94255064
Magellan Health,8850.3,43.09726057,-71.84241417
Koppers Holdings,8194.3,46.48869058,-68.1443381
John Hancock Financial Services,7849.3,46.44901322,-68.21993698
IMS Health,7369.3,43.45133377,-71.2613148
Iberdrola USA,7287.3,42.78722592,-70.88235893
Houghton Mifflin Harcourt Publishing,7165.3,44.52969718,-68.66097568
Hajoca,6602.3,43.53457061,-71.89484548
Giant Eagle,6171.3,44.13660107,-69.82373037
GENCO ATC,6066.3,44.27912646,-72.25317425
Geisinger Health System,6059.3,46.18410199,-70.28671041
FXI,5953.3,44.06543311,-71.36775539
Fresenius Medical Care,5876.3,46.77513254,-69.44301249
FMC,5697.3,44.0147533,-72.49927327
Fidelity Investments,5459.3,44.70547175,-67.43095646
EQT Corporation,5125.3,45.12411809,-67.89056527
EMC Corporation,4970.3,44.14774405,-72.71201452
Demoulas Super Markets,4260.3,45.87181274,-68.5058348
Dassault Systemes,4116.3,44.43041205,-72.99510182
Crown Holdings,3932.3,44.52087759,-68.32539366
Crown Castle,3928.3,44.90616122,-67.98493591
CDI Corp,2706.3,43.97754453,-69.83100591
Carmeuse North America,2561.3,46.546614,-69.59077042
Buchanan Ingersoll & Rooney,2207.3,44.37855144,-72.48333566
Bozzuto's Inc,2039.3,45.3872307,-68.10439983
Boston Properties,2004.3,44.10229179,-71.50077575
Boston Children's Hospital,1994.3,43.24152771,-71.15461563
Boscov's Department Stores,1989.3,45.28994962,-68.81106444
Black Box Network Services,1844.3,43.20943815,-72.01069838
Beth Israel Deaconess Medical Center,1758.3,44.75114329,-69.60365285
Beacon Roofing,1614.3,44.29444339,-71.12167105
Barnes Group,1497.3,43.5624697,-72.35195875
Allegheny Technologies Incorporated,507.3,43.79584125,-69.71861511
Alere,469.3,43.9720602,-71.20802378
ACE Group,162.3,45.84228034,-67.85238755
SCIO Health AnalyticsÂ®,46417098.3,46.36868512,-68.68735938
"Butler America, Inc.",44799722.3,43.27960258,-72.77226841
Elliot Hospital,17678124.3,47.28718506,-69.08795494
"Cumberland Farms, Inc.",52589829.3,44.06580546,-69.48345949
"Ascensus, Inc.",44829375.3,43.35573648,-72.26257561
JG Wentworth Co,53804259.3,42.75185233,-72.6087023
State Street Corp.,9245349.3,43.95082656,-70.53656804
Vanguard Inc,11606923.3,43.56676799,-72.59810111
Black Box Corp,56657507.3,42.66896058,-70.92135284
Lanxess Corporation,8354.1,44.84008269,-71.372003
Interactive Brokers,7505.1,46.45781047,-69.72480318
IMS Health,7369.1,46.82125845,-69.19059704
Iberdrola USA,7287.1,43.13509011,-73.12541883
HP Hood,7186.1,44.09073829,-70.07994787
Houghton Mifflin Harcourt Publishing,7165.1,44.04322007,-71.76023596
Genesis HealthCare,6104.1,43.03883147,-73.16327175
Gen Re,6064.1,45.31105912,-70.8999096
GE Capital Americas,6034.1,43.00071907,-71.64634285
Gartner,6011.1,42.84256668,-72.12743526
Gardner Denver,6006.1,47.08275715,-68.55149782
FXI,5953.1,42.67830484,-71.16981623
Federal Reserve Bank of Philadelphia,5409.1,43.99655386,-73.14504794
EnerSys,5049.1,46.35775538,-69.04296298
D&H Distributing,4046.1,44.45210708,-71.75896107
Crown Holdings,3932.1,42.97470252,-72.87214245
CONSOL Energy,3649.1,43.67894966,-70.42734727
CDM Smith,2708.1,44.24094812,-71.3364282
Boston Children's Hospital,1994.1,43.50027936,-71.71076151
Boscov's Department Stores,1989.1,46.08422201,-69.40104445
Black Box Network Services,1844.1,44.62522421,-68.52130298
BJ's Wholesale Club,1839.1,46.13160288,-69.91540446
BCBS of MA,1589.1,46.321815,-68.41452544
Asplundh Tree Expert,1150.1,46.15238196,-68.59344553
Analog Devices,841.1,44.36651796,-71.37704837
AMETEK,802.1,44.21467483,-71.62209372
American Eagle Outfitters,688.1,46.53988508,-68.7189061
Alstom Grid,591.1,43.64452293,-73.05996202
Alexion Pharmaceuticals,479.1,45.67264628,-67.77775939
Affinion Group,319.1,43.89254586,-71.74194428
Albany International Corp,56654899.1,46.8374591,-68.67029609
CIRCOR International Inc,56662474.1,44.61135096,-68.11466377
ODYSSEY SYSTEMS LIMITED,13978679.1,47.03457695,-68.74105045
"Cumberland Farms, Inc.",52589829.1,42.63476644,-70.84757118
The MITRE Corporation,53453981.1,46.48463224,-68.64268123
Black Box Corp,56657507.1,45.61295098,-67.73358777
Iron Mountain,7636.3,43.97779626,-72.37758567
Armstrong World Industries,1056.3,45.10519919,-71.25036808
ESPN,5162.3,42.65477696,-71.45470274
Westinghouse Electric Company,15745.3,44.71003854,-72.41198367
VWR International,15425.3,47.2323289,-69.16931667
US Steel,15094.3,43.91603432,-71.1172108
UniFirst,14797.3,43.59084838,-72.40187906
UMass Memorial Health Care,14780.3,47.04923034,-68.25895549
Tufts Health Plan,14679.3,45.28397888,-69.21489868
Tube City IMS,14670.3,44.10283165,-73.08778695
Triumph Group Inc.,14617.3,45.20716188,-69.16255001
TomTom,14426.3,44.45339215,-68.09335214
Toll Brothers,14417.3,44.11196319,-69.72633185
TJX Companies,14399.3,44.70333391,-72.7256419
Thermo Fisher Scientific,14307.3,44.19824602,-71.19818419
The Hartford,14135.3,45.46864094,-68.68907005
Temple University,13946.3,46.34281429,-69.09050107
Sun Products,13617.3,42.78514623,-72.52313368
Steward Health Care System,13485.3,43.07612744,-73.23702126
Siemens Healthcare,12655.3,43.84183337,-71.69686584
Select Medical Corporation,12490.3,44.87913511,-68.78961454
Sappi Fine Paper North America,12323.3,44.89938997,-69.32796521
SAP America,12320.3,44.33003841,-68.84328916
QVC,11583.3,43.87831884,-69.77704189
PTC,11474.3,45.49780839,-70.04597481
PC Connection,10940.3,44.91832945,-68.27981483
Partners HealthCare,10890.3,43.3619606,-73.13292772
NTT Data/Keane,10403.3,45.42171567,-68.79610835
New England College,10086.3,44.84523814,-68.81448112
Main Line Health,8865.3,44.82441738,-71.32882634
Lincoln Financial Group,8581.3,43.9438387,-70.36743647
Lanxess Corporation,8354.3,46.46369376,-68.46773279
Hubbell,7203.3,47.15744196,-68.64172397
HP Hood,7186.3,44.16231589,-70.13231058
Hotwire Communications,7162.3,45.02982409,-67.7920981
Hologic,7073.3,44.86108459,-70.54621295
Hartford HealthCare,6710.3,46.40117779,-69.58986299
GNC,6253.3,43.71138688,-72.53777069
Global Partners LP,6237.3,44.12664679,-71.72841126
Gen Re,6064.3,46.41451335,-69.58889317
GE Transportation,6046.3,44.3867059,-72.30236772
Gardner Denver,6006.3,44.89893024,-68.83062377
Endo Pharmaceuticals,5030.3,46.25977252,-69.2696635
Endicott College,5028.3,43.58790349,-71.58672652
Eaton Vance,4811.3,45.79321575,-69.13373892
D&H Distributing,4046.3,44.3594108,-70.47897156
Computershare,3592.3,44.82449672,-67.36455721
Clean Harbors,3282.3,46.11851797,-69.15849261
Carpenter Technology,2583.3,46.65557056,-69.75035396
Cabot Corporation,2321.3,44.81520443,-72.26391301
Bright Horizons Family Solutions,2108.3,44.37421055,-70.86916292
Bose Corporation,1990.3,43.28291256,-70.43893577
"Blyth, Inc",1916.3,46.07941022,-68.38918749
Baystate Health,1570.3,45.19242067,-67.74267293
Associated Wholesalers,1170.3,43.45999218,-71.2967272
Asplundh Tree Expert,1150.3,44.72704092,-70.30766915
Analog Devices,841.3,45.93929165,-69.48578174
Amphenol-TCS,818.3,42.95647051,-71.1425341
Amphenol,817.3,44.119189,-71.56895783
Alstom Grid,591.3,44.95776123,-70.28095984
Alexion Pharmaceuticals,479.3,45.96710986,-69.70328167
Alcoa,457.3,43.6242167,-72.49951947
Affinion Group,319.3,45.56554893,-68.77820096
Affiliated Managers Group,317.3,44.06451459,-72.00834393
"Public Consulting Group, Inc.",9715882.3,44.24301499,-69.18942704
ODYSSEY SYSTEMS LIMITED,13978679.3,43.33725469,-72.73071576
Quaker Chemical Corp,56668203.3,44.47686318,-70.6864471
LPL Financial Holdings,17148435.3,45.09046744,-71.25569948
Boston Technology Corporation,20838677.1,46.55263529,-68.9457676
Evolve IP LLC,44710581.1,43.40856769,-70.80278287
Westinghouse Electric Company,15745.1,46.28817547,-68.37591536
West Pharmaceutical Services,15687.1,45.4935174,-69.13165584
Watts Water Technologies,15556.1,44.41776615,-68.41183188
Vertex Pharmaceuticals,15276.1,44.86451847,-71.30262846
United Rentals,14861.1,44.5459092,-69.48353706
UGI Utilities,14761.1,44.97513159,-69.02633413
Temple University Health System,13947.1,44.85415252,-67.84166499
Temple University,13946.1,46.15818864,-68.01829999
SunGard Availability Services,13635.1,45.89748915,-69.09700903
Star Gas Partners,13193.1,44.84057453,-71.17729491
Stanley Black & Decker,13184.1,45.41235558,-70.33194699
Sprague,13079.1,45.17970849,-70.71122137
Sapient,12321.1,44.89990524,-69.89876829
Ricoh Americas,11877.1,44.5758375,-70.38024983
Raytheon Company,11677.1,45.00991361,-70.12448225
PTC,11474.1,43.12041194,-71.89715393
Pitney Bowes,11195.1,44.4049027,-72.34600841
Philips Healthcare,11116.1,47.09532602,-69.01499736
Philips Electronics,11115.1,44.41571731,-72.10273894
Ocean Properties,10479.1,44.57807779,-70.21392474
NTT Data/Keane,10403.1,46.08166852,-68.39751521
Mylan,9838.1,46.64037156,-68.62541983
MSA The Safety Company,9771.1,45.8688782,-69.92109221
MassMutual,9049.1,43.00764412,-72.32577044
Magellan Health,8850.1,44.05451723,-72.47557013
Koppers Holdings,8194.1,45.80301975,-69.74039211
inVentiv Health,7594.1,43.7795306,-70.42748929
Hubbell,7203.1,46.62515564,-68.74298776
Hotwire Communications,7162.1,42.86361243,-72.88230068
Hartford HealthCare,6710.1,46.22414907,-69.11657876
Hajoca,6602.1,46.79532381,-69.27533185
Endo Pharmaceuticals,5030.1,45.72387709,-68.18805557
EMCOR Group,4973.1,42.91289783,-72.90157944
DENTSPLY International,4272.1,46.06200747,-69.55918945
Computershare,3592.1,45.71849807,-69.37171146
Children's Hospital of Philadelphia,2965.1,44.56968075,-71.85919195
CDI Corp,2706.1,44.27197324,-72.57921306
Carmeuse North America,2561.1,43.81952902,-70.49166846
C&S Wholesale Grocers,2299.1,45.15401021,-67.85499396
Buckeye Partners,2211.1,44.83259618,-71.8145733
Bose Corporation,1990.1,45.27847815,-68.31315614
Amherst College,806.1,46.19332357,-70.21951533
American Tower Corporation,767.1,44.98982201,-68.34682814
Alere,469.1,45.68479299,-69.62983351
Ahold USA,365.1,44.6538174,-69.55065164
Affiliated Managers Group,317.1,46.81366949,-68.40929924
Aberdeen Asset Management Inc.,107.1,46.60959225,-69.92317038
"PRESS, GANEY ASSOCIATES PTY LTD",14649720.1,45.29187977,-68.04362168
Lancaster General Health,9802576.1,46.78285187,-69.60726165
SunGard Data Systems,9245648.1,42.64528878,-71.31895785
W.R. Berkley,11455183.1,44.90642739,-69.92979027
SCIO Health AnalyticsÂ®,46417098.1,44.52080099,-72.27534479
XPO Logistics,11455209.1,46.14593118,-69.87306263
MIT Sloan School of Management,55572315.1,44.2846808,-70.83939494
Signature Healthcare Corporation,9478706.1,45.23876036,-68.34514888
Entegris Inc,56670727.1,45.64957011,-67.9353253
"World Travel Holdings, Inc.",9924301.1,45.2328649,-68.27948382
Highmark Health,25696256.1,45.51915009,-70.68007758
Interactive Brokers Group,54482705.1,44.7679479,-69.1289527
"Holyoke Medical Center, Inc.",8534668.1,46.90867895,-68.71165205
PUBLIC HEALTH MANAGEMENT CORPORATION,8682312.1,44.07643172,-69.95481167
Vanguard Inc,11606923.1,42.72721838,-72.10761823
"Santander Bank, N. A.",53409284.1,46.77329539,-68.51934684
Evolve IP LLC,44710581.3,43.91767126,-72.52176587
Western Connecticut Health Network,15713.3,43.30108624,-73.00141842
WellSpan Health,15645.3,45.79547195,-68.03341542
Weis Markets,15620.3,46.89088442,-69.67245639
W. R. Berkley,15431.3,43.1136701,-71.30146288
UPMC,15063.3,45.21730028,-67.77545152
University of Pittsburgh,15018.3,45.61078444,-70.56302559
United Refining Company,14858.3,45.53511844,-67.83837282
Temple University Health System,13947.3,44.64017969,-69.42441654
TD Bank,13868.3,43.00079798,-73.28680646
Suffolk Construction,13578.3,44.43415103,-69.09982675
Starwood Hotels,13211.3,44.35923672,-69.15702762
Stanley Black & Decker,13184.3,45.51310229,-69.64814536
SimplexGrinnell,12721.3,43.95132031,-71.26761948
Sikorsky,12683.3,43.71796549,-72.9166711
Shire Pharmaceuticals,12616.3,45.01550708,-70.32821027
Sheetz,12581.3,43.6067544,-72.14200837
Pratt & Whitney,11331.3,47.16160766,-69.09223126
Philips Healthcare,11116.3,46.2590563,-68.75429242
Nypro,10436.3,42.70152768,-71.88586868
Northern Tier Energy,10325.3,44.83020546,-68.29790237
Northeast Utilities,10304.3,45.61684424,-67.80249006
Mylan,9838.3,46.04585818,-69.52480405
MITRE Corporation,9584.3,45.20004925,-69.75838021
Massachusetts Institute of Technology,9041.3,44.48425455,-68.07908028
Mapfre Insurance,8929.3,45.44403164,-70.25115275
LPL Financial,8732.3,44.41950312,-70.70894087
LL Bean,8634.3,44.61642865,-67.81756038
Lehigh Gas Corporation,8453.3,46.79898099,-68.57426604
LEGO,8451.3,46.34073126,-69.03719416
iBasis,7286.3,43.77512555,-71.94057331
Healthcare Services Group,6818.3,44.82602309,-68.10921408
H. J. Heinz,6571.3,43.9789834,-70.68884525
Graham Packaging,6349.3,43.25072313,-72.24997678
Goss International,6329.3,43.6393871,-73.12558747
Frontier Communications,5904.3,45.223347,-68.17718621
Friendly Ice Cream,5895.3,44.37373741,-71.55355937
EMCOR Group,4973.3,44.94793217,-69.29213559
Dick's Sporting Goods,4466.3,44.88066564,-71.45306338
De Lage Landen,4174.3,45.09506335,-69.36646805
Chemtura,2903.3,44.53094005,-68.68875363
CDM Smith,2708.3,44.19627488,-72.59662828
Brenntag North America,2081.3,43.03551672,-71.19327958
Boston Globe,1998.3,44.97262723,-72.56883963
BJ's Wholesale Club,1839.3,45.34382006,-69.49323431
Bimbo Bakeries USA,1807.3,44.11032362,-72.48626282
